@,0.06,59.114758,-0.000678,-0.001715,0.004456,31.953522,0.000000,0.000000,0.000064,-0.000278,0.000074,0.000500,0.000000,0.000000,0,0,0,0,0,0
@,0.16,59.113682,0.000012,0.002333,-0.001547,31.954315,0.000000,0.000000,0.000064,-0.000278,0.000074,0.000500,0.000000,0.000000,0,0,0,0,0,0
@,0.26,59.114155,0.001993,-0.003016,-0.001392,32.029392,0.000000,0.000000,0.000064,-0.000278,0.000074,0.001000,0.000000,0.000000,0,0,0,0,0,0
@,0.36,59.112778,-0.001148,-0.000600,-0.000442,32.239449,0.000000,0.000000,0.000064,-0.000278,0.000074,0.000000,0.000000,0.000000,0,0,0,0,0,0
@,0.46,59.116360,0.001126,0.002441,0.001656,32.175350,0.000000,0.000000,0.000064,-0.000278,0.000074,0.000500,0.000000,0.000000,0,0,0,0,0,0
@,0.56,59.113667,-0.000047,-0.000012,0.002372,32.108765,0.000000,0.000000,0.000064,-0.000278,0.000074,0.000000,0.000000,0.000000,0,0,0,0,0,0
@,0.66,59.111458,0.003491,0.001326,0.002624,32.252796,0.000000,0.000000,0.000064,-0.000278,0.000074,0.000000,0.000000,0.000000,0,0,0,0,0,0
@,0.76,59.113926,0.000325,0.000765,-0.001353,32.179543,0.000000,0.000000,0.000064,-0.000278,0.000074,0.000000,0.000000,0.000000,0,0,0,0,0,0
@,0.86,59.109764,-0.002491,-0.001059,-0.000318,32.002075,0.000000,0.000000,0.000064,-0.000278,0.000074,0.000500,0.000000,0.000000,0,0,0,0,0,0
@,0.96,59.112206,0.000498,0.001744,-0.001252,32.192135,0.000000,0.000000,0.000064,-0.000278,0.000074,-0.000500,0.000000,0.000000,0,0,0,0,0,0
@,1.06,59.109764,-0.003680,0.001005,-0.002634,31.951763,0.000000,0.000000,0.000064,-0.000278,0.000074,-0.000500,0.000000,0.000000,0,0,0,0,0,0
@,1.16,59.110500,0.002225,-0.001076,0.003588,32.029572,0.000000,0.000000,0.000064,-0.000278,0.000074,-0.000500,0.000000,0.000000,0,0,0,0,0,0
@,1.26,59.110596,-0.001217,-0.000410,-0.000476,32.180679,0.000000,0.000000,0.000064,-0.000278,0.000074,-0.000500,0.000000,0.000000,0,0,0,0,0,0
@,1.36,59.115009,0.000548,0.002179,-0.000605,31.952553,0.000000,0.000000,0.000064,-0.000278,0.000074,0.000000,0.000000,0.000000,0,0,0,0,0,0
@,1.46,59.112679,-0.001573,0.003618,-0.002132,31.876770,0.000000,0.000000,0.000064,-0.000278,0.000074,0.000000,0.000000,0.000000,0,0,0,0,0,0
@,1.56,59.113190,-0.000603,0.001982,-0.001431,32.124264,0.000000,0.000000,0.000064,-0.000278,0.000074,0.001000,0.000000,0.000000,0,0,0,0,0,0
@,1.66,59.113182,0.002119,0.000840,0.000197,32.025436,0.000000,0.000000,0.000064,-0.000278,0.000074,0.001500,0.000000,0.000000,0,0,0,0,0,0
@,1.76,59.111828,-0.002280,-0.000889,-0.002370,32.032021,0.000000,0.000000,0.000064,-0.000278,0.000074,0.000000,0.000000,0.000000,0,0,0,0,0,0
@,1.86,59.111958,-0.001640,-0.000408,-0.002144,32.102276,0.000000,0.000000,0.000064,-0.000278,0.000074,0.000500,0.000000,0.000000,0,0,0,0,0,0
@,1.96,59.112789,0.000913,0.000067,0.000559,32.027988,0.000000,0.000000,0.000064,-0.000278,0.000074,0.000000,0.000000,0.000000,0,0,0,0,0,0
@,2.06,59.111591,-0.000247,0.003129,-0.005436,32.250088,0.000000,0.000000,0.000064,-0.000278,0.000074,0.000500,0.000000,0.000000,0,0,0,0,0,0
